EPE  List of violations found by TARA screening [TARA Ver 2301.2.0.0 64-bit - Fri Jul 21 13:12:24 2023]

 Loadflow Case: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\22SSWG_2025_SUM1_U1_04-study.raw
 Study Data File: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\files\SUB.sub
 Contingency File: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\files\AllERCOTcontingencies.con (total 28174 contingencies)
 Monitor File: C:\Users\skunkolienkar\Desktop\StudyAreaAutomation\Input Data\SSWGCase\Pecan Praire\files\MON.mon
 Exclude File: not provided
 Pre/Post Contingency PAR Adjustment: Adjusted/Fixed

 6123 violations for snapshot 22SSWG_2025_SUM1_U1_04-study.raw
 Monitored Facility                                    , Cont ID, Cont Name                                                      ,Type,   Rating,   Flow MW, Loading%, Head-Room, TotRedis,# of Helper Down,# of Harmer Up,# of External Harmer Up,
 44170 CRABB__S09_8  138   44171 CRABB_09T1_8  138  09 ,    0,Base Case ,Base Case,    440.0,    223.1,    50.71,    216.9,     -47.1,   0,   0,   0,
 11886 TIMBERVW_5    345    1931 COURTLND1_5   345  1  ,27036,DB_ID_15180,P7,   1595.4,    685.2,    42.95,    910.2,     -47.1,   0,   0,   0,
 44180 DEWALT_S02_8  138   44481 MOCITY02T1_8  138  02 ,27120,DB_ID_21741,P7,    478.0,    238.3,    49.85,    239.7,     -47.1,   0,   0,   0,
 44180 DEWALT_S02_8  138   44481 MOCITY02T1_8  138  02 ,12119,DB_ID_19160,P2,    478.0,    238.3,    49.85,    239.7,     -47.1,   0,   0,   0,
 47707 MIDTWN_90B8C  138   47709 MIDTWN90LR8A  138  R1 ,27076,DB_ID_21572,P7,    525.0,    257.0,    48.95,    268.0,     -47.0,   0,   0,   0,
 80307 DELSOL7C      345   80225 CENIZO7C      345  1  ,11027,DB_ID_2786_Dup1,P2,   1904.0,    808.5,    42.46,   1095.5,     -46.9,   0,   0,   0,
 80307 DELSOL7C      345   80225 CENIZO7C      345  1  ,16812,DB_ID_2786_Dup1,P4,   1904.0,    808.5,    42.46,   1095.5,     -46.9,   0,   0,   0,
 80307 DELSOL7C      345   80225 CENIZO7C      345  1  ,16811,DB_ID_2784_Dup1,P4,   1904.0,    808.5,    42.46,   1095.5,     -46.9,   0,   0,   0,
 80307 DELSOL7C      345   80225 CENIZO7C      345  1  ,20279,DB_ID_2784_Dup1,P5,   1904.0,    808.5,    42.46,   1095.5,     -46.9,   0,   0,   0,
 80307 DELSOL7C      345   80225 CENIZO7C      345  1  , 7379,DB_ID_2784,P2,   1904.0,    808.5,    42.46,   1095.5,     -46.9,   0,   0,   0,
 80307 DELSOL7C      345   80225 CENIZO7C      345  1  ,11026,DB_ID_2784_Dup1,P2,   1904.0,    808.5,    42.46,   1095.5,     -46.9,   0,   0,   0,
 80307 DELSOL7C      345   80225 CENIZO7C      345  1  ,20280,DB_ID_2786_Dup1,P5,   1904.0,    808.5,    42.46,   1095.5,     -46.9,   0,   0,   0,
 80307 DELSOL7C      345   80225 CENIZO7C      345  1  , 7380,DB_ID_2786,P2,   1904.0,    808.5,    42.46,   1095.5,     -46.9,   0,   0,   0,
 40255 CHAMBR_POI_5  345   40850 JORDAN__B345  345  97 , 9921,DB_ID_18970,P2,   1971.0,    835.3,    42.38,   1135.7,     -46.9,   0,   0,   0,
 44482 MOCITY05T2_8  138   44081 BLURIG_T05_8  138  05 ,12285,DB_ID_19784,P2,    580.0,    278.8,    48.08,    301.2,     -46.8,   0,   0,   0,
  1911 WEBB1_5       345    1929 CENTURY1_5    345  1  ,    0,Base Case ,Base Case,   1072.0,    475.6,    44.37,    596.4,     -46.8,   0,   0,   0,
 44311 HAYES_24T3_8  138   44120 BRITMR__B138  138  24 ,27196,DB_ID_22019,P7,    290.0,    162.7,    56.10,    127.3,     -46.7,   0,   0,   0,
 44311 HAYES_24T3_8  138   44120 BRITMR__B138  138  24 , 9942,DB_ID_19691,P2,    290.0,    162.7,    56.10,    127.3,     -46.7,   0,   0,   0,
 40255 CHAMBR_POI_5  345   40850 JORDAN__B345  345  97 ,27099,DB_ID_21647,P7,   1971.0,    835.1,    42.37,   1135.9,     -46.7,   0,   0,   0,
 44552 TV_QV__T26_8  138   44362 INTERM26T1_8  138  26 , 1867,DB_ID_17821,P1,    498.0,    245.7,    49.34,    252.3,     -46.5,   0,   0,   0,
 40255 CHAMBR_POI_5  345   40850 JORDAN__B345  345  97 ,27101,DB_ID_21659,P7,   1971.0,    834.9,    42.36,   1136.1,     -46.5,   0,   0,   0,
 47708 MIDTWN90LR8B  138   47706 MIDTWN_90B8B  138  R2 ,27174,DB_ID_21948,P7,    525.0,    256.3,    48.82,    268.7,     -46.3,   0,   0,   0,
 42041 CC_AM_TAP26   138   47170 H_O_C__POI_8  138  26 ,12561,DB_ID_20782,P2,    498.0,    245.4,    49.27,    252.6,     -46.2,   0,   0,   0,
 44670 STAFRD_S05_8  138   44761 WCHASE_T05_8  138  05 , 2013,DB_ID_17979,P1,    498.0,    245.4,    49.27,    252.6,     -46.2,   0,   0,   0,
 47708 MIDTWN90LR8B  138   47706 MIDTWN_90B8B  138  R2 ,12613,DB_ID_20917,P2,    525.0,    256.1,    48.79,    268.9,     -46.1,   0,   0,   0,
 44010 W_A_P__POI8A  138   44722 THOMSN82T1_8  138  82 ,12546,DB_ID_20729,P2,    469.0,    233.7,    49.82,    235.3,     -46.1,   0,   0,   0,
 11886 TIMBERVW_5    345    1931 COURTLND1_5   345  1  ,28012,DB_ID_42519,P7,   1595.4,    684.2,    42.88,    911.2,     -46.0,   0,   0,   0,
 47151 H_O_C_90T1_8  138   47322 KIRBY__T90_8  138  90 , 2161,DB_ID_18144,P1,    893.0,    403.2,    45.15,    489.8,     -46.0,   0,   0,   0,
  3409 LAKE_CRK1_5   345   13405 THOUSE_A_5    345  1  ,27966,DB_ID_38117,P7,   1072.0,    474.8,    44.29,    597.2,     -46.0,   0,   0,   0,
  3124 TRINDAD2_5    345    2432 TRICRN1_5     345  1  ,27950,DB_ID_37466,P7,   1595.0,    684.0,    42.88,    911.0,     -46.0,   0,   0,   0,
  3124 TRINDAD2_5    345    2432 TRICRN1_5     345  1  ,28107,DB_ID_45971,P7,   1595.0,    684.0,    42.88,    911.0,     -46.0,   0,   0,   0,
 40255 CHAMBR_POI_5  345   40850 JORDAN__B345  345  97 ,12225,DB_ID_19581,P2,   1971.0,    834.3,    42.33,   1136.7,     -45.9,   0,   0,   0,
 44552 TV_QV__T26_8  138   44362 INTERM26T1_8  138  26 ,27086,DB_ID_21593,P7,    498.0,    245.1,    49.22,    252.9,     -45.9,   0,   0,   0,
 44010 W_A_P__POI8A  138   44015 W_A_P__POI8B  138  R1 , 2006,DB_ID_17972,P1,    717.0,    332.6,    46.38,    384.4,     -45.8,   0,   0,   0,
 44010 W_A_P__POI8A  138   44015 W_A_P__POI8B  138  R2 , 2005,DB_ID_17971,P1,    717.0,    332.6,    46.38,    384.4,     -45.8,   0,   0,   0,
  7050 L_CLEASP5_1Y  345    7042 L_ZORN__5_1Y  345  1  ,18382,DB_ID_23242_Dup1,P4,   1117.0,    492.5,    44.09,    624.5,     -45.7,   0,   0,   0,
  7050 L_CLEASP5_1Y  345    7042 L_ZORN__5_1Y  345  1  ,13874,DB_ID_23242,P2,   1117.0,    492.5,    44.09,    624.5,     -45.7,   0,   0,   0,
  5133 ELMCREEK      345    5371 SKYLINE_5     345  2  ,27366,DB_ID_24029,P7,   1076.0,    476.1,    44.25,    599.9,     -45.7,   0,   0,   0,
  5133 ELMCREEK      345    5371 SKYLINE_5     345  2  ,10066,DB_ID_26065,P2,   1076.0,    476.1,    44.25,    599.9,     -45.7,   0,   0,   0,
  5133 ELMCREEK      345    5371 SKYLINE_5     345  2  ,14211,DB_ID_26065_Dup1,P4,   1076.0,    476.1,    44.25,    599.9,     -45.7,   0,   0,   0,
  2432 TRICRN1_5     345    2428 WATMLL_E5     345  1  ,27966,DB_ID_38117,P7,   1912.0,    810.4,    42.39,   1101.6,     -45.6,   0,   0,   0,
 44180 DEWALT_S02_8  138   44481 MOCITY02T1_8  138  02 ,12548,DB_ID_20743,P2,    478.0,    236.7,    49.53,    241.3,     -45.5,   0,   0,   0,
 47707 MIDTWN_90B8C  138   47709 MIDTWN90LR8A  138  R1 , 9958,DB_ID_20000,P2,    525.0,    255.5,    48.67,    269.5,     -45.5,   0,   0,   0,
 13405 THOUSE_A_5    345   68090 SAMSW         345  1  ,27966,DB_ID_38117,P7,   1072.0,    474.2,    44.24,    597.8,     -45.4,   0,   0,   0,
 76015 L_CEDACA5_1Y  345   76002 L_BAKERS5_1Y  345  1  , 2931,DB_ID_28628,P1,   1770.0,    753.4,    42.56,   1016.6,     -45.4,   0,   0,   0,
 19000 LONGSHRFLY_5  345   11387 CONSAVVY_5    345  1  ,    0,Base Case ,Base Case,   1072.0,    474.1,    44.22,    597.9,     -45.3,   0,   0,   0,
  5133 ELMCREEK      345    5371 SKYLINE_5     345  1  ,10066,DB_ID_26065,P2,   1077.0,    476.1,    44.20,    600.9,     -45.3,   0,   0,   0,
  5133 ELMCREEK      345    5371 SKYLINE_5     345  1  ,14211,DB_ID_26065_Dup1,P4,   1077.0,    476.1,    44.20,    600.9,     -45.3,   0,   0,   0,
  5133 ELMCREEK      345    5371 SKYLINE_5     345  1  ,27366,DB_ID_24029,P7,   1077.0,    476.1,    44.20,    600.9,     -45.3,   0,   0,   0,
 68091 NAVARRO       345    1907 VENUS_N5      345  1  ,    0,Base Case ,Base Case,   1072.0,    474.0,    44.22,    598.0,     -45.2,   0,   0,   0,
 47707 MIDTWN_90B8C  138   47709 MIDTWN90LR8A  138  R1 , 9961,DB_ID_20006,P2,    525.0,    255.2,    48.60,    269.8,     -45.2,   0,   0,   0,
 45750 EUREKA_S09_8  138   46615 WHITOK_B138B  138  09 ,    0,Base Case ,Base Case,    360.0,    189.1,    52.54,    170.9,     -45.1,   0,   0,   0,
    32 ROBERTSON     138      64 MILANO        138  1  ,19357,DB_ID_41742,P5,    214.0,    130.7,    61.09,     83.3,     -45.1,   0,   0,   0,
 44500 OBRIEN_B345A  345   44900 ZENITH__B345  345  71 ,27197,DB_ID_22021,P7,   1314.0,    570.6,    43.43,    743.4,     -45.0,   0,   0,   0,
 44500 OBRIEN_B345A  345   44900 ZENITH__B345  345  71 , 9943,DB_ID_19697,P2,   1314.0,    570.6,    43.43,    743.4,     -45.0,   0,   0,   0,
 44362 INTERM26T1_8  138   42041 CC_AM_TAP26   138  26 ,12560,DB_ID_20780,P2,    498.0,    244.1,    49.02,    253.9,     -44.9,   0,   0,   0,
  3409 LAKE_CRK1_5   345    3402 LAKE_CRK2_5   345  1  , 3482,DB_ID_36192,P1,   1792.0,    761.6,    42.50,   1030.4,     -44.8,   0,   0,   0,
  1876 WLFHOLW_5     345    1897 MITCHBND4_5   345  1  ,    0,Base Case ,Base Case,   1793.0,    761.9,    42.49,   1031.1,     -44.7,   0,   0,   0,
 71050 L_BITTCR5_1Y  345    1030 MRGNCRK_5     345  1  ,15839,DB_ID_37575_Dup2,P4,   1072.0,    473.4,    44.16,    598.6,     -44.6,   0,   0,   0,
 71050 L_BITTCR5_1Y  345    1030 MRGNCRK_5     345  1  ,15006,DB_ID_37575,P4,   1072.0,    473.4,    44.16,    598.6,     -44.6,   0,   0,   0,
 71050 L_BITTCR5_1Y  345    1030 MRGNCRK_5     345  1  ,15574,DB_ID_37575_Dup1,P4,   1072.0,    473.4,    44.16,    598.6,     -44.6,   0,   0,   0,
 47707 MIDTWN_90B8C  138   47709 MIDTWN90LR8A  138  R1 , 1965,DB_ID_17929,P1,    525.0,    254.6,    48.50,    270.4,     -44.6,   0,   0,   0,
 47707 MIDTWN_90B8C  138   47709 MIDTWN90LR8A  138  R1 ,18856,DB_ID_21180,P5,    525.0,    254.6,    48.50,    270.4,     -44.6,   0,   0,   0,
 47707 MIDTWN_90B8C  138   47709 MIDTWN90LR8A  138  R1 ,12317,DB_ID_19882,P2,    525.0,    254.6,    48.50,    270.4,     -44.6,   0,   0,   0,
 47707 MIDTWN_90B8C  138   47709 MIDTWN90LR8A  138  R1 , 9956,DB_ID_19884,P2,    525.0,    254.6,    48.50,    270.4,     -44.6,   0,   0,   0,
 44590 ROARK__S25_8  138   44592 ROARK_25T8_8  138  25 ,27180,DB_ID_21970,P7,    469.0,    232.2,    49.50,    236.8,     -44.6,   0,   0,   0,
 44180 DEWALT_S02_8  138   44481 MOCITY02T1_8  138  02 , 2014,DB_ID_17980,P1,    478.0,    235.7,    49.32,    242.3,     -44.5,   0,   0,   0,
  7050 L_CLEASP5_1Y  345    7042 L_ZORN__5_1Y  345  1  , 9936,DB_ID_19505,P2,   1117.0,    491.3,    43.98,    625.7,     -44.5,   0,   0,   0,
  7050 L_CLEASP5_1Y  345    7042 L_ZORN__5_1Y  345  1  , 9825,DB_ID_912,P2,   1117.0,    491.3,    43.98,    625.7,     -44.5,   0,   0,   0,
  7050 L_CLEASP5_1Y  345    7042 L_ZORN__5_1Y  345  1  , 9827,DB_ID_934,P2,   1117.0,    491.3,    43.98,    625.7,     -44.5,   0,   0,   0,
 44481 MOCITY02T1_8  138   44082 BLURIG02T3_8  138  02 ,27126,DB_ID_21769,P7,    561.0,    268.9,    47.92,    292.1,     -44.5,   0,   0,   0,
 44900 ZENITH__B345  345  999729 15QP000004    138  A2 ,12631,DB_ID_20964,P2,   1000.0,    444.4,    44.44,    555.6,     -44.4,   0,   0,   0,
999729 15QP000004    138   44910 ZENITH__B138  138  A2 ,12631,DB_ID_20964,P2,   1000.0,    444.2,    44.42,    555.8,     -44.2,   0,   0,   0,
 44482 MOCITY05T2_8  138   44081 BLURIG_T05_8  138  05 ,27126,DB_ID_21769,P7,    580.0,    276.2,    47.62,    303.8,     -44.2,   0,   0,   0,
 44592 ROARK_25T8_8  138   44140 CLODIN__B138  138  25 ,18839,DB_ID_21108,P5,    469.0,    231.5,    49.36,    237.5,     -43.9,   0,   0,   0,
 44592 ROARK_25T8_8  138   44140 CLODIN__B138  138  25 , 2145,DB_ID_18128,P1,    469.0,    231.5,    49.36,    237.5,     -43.9,   0,   0,   0,
 44722 THOMSN82T1_8  138   44030 ARCOLA_S82_8  138  82 ,12546,DB_ID_20729,P2,    469.0,    231.4,    49.34,    237.6,     -43.8,   0,   0,   0,
 47151 H_O_C_90T1_8  138   47322 KIRBY__T90_8  138  90 ,11983,DB_ID_18706,P2,    893.0,    400.9,    44.89,    492.1,     -43.7,   0,   0,   0,
 44590 ROARK__S25_8  138   44592 ROARK_25T8_8  138  25 ,27181,DB_ID_21972,P7,    469.0,    231.2,    49.30,    237.8,     -43.6,   0,   0,   0,
 11157 GARDNDALE_5   345   23873 TELPHRD_5     345  1  ,25196,DB_ID_39812,P5,   1072.0,    472.3,    44.06,    599.7,     -43.5,   0,   0,   0,
  3422 KILL_SS__5    345  999876 AUTO2 _14     138  1  ,28080,DB_ID_45273,P7,    750.0,    343.5,    45.80,    406.5,     -43.5,   0,   0,   0,
 44010 W_A_P__POI8A  138   44721 THOMSN80T2_8  138  80 ,12287,DB_ID_19796,P2,    455.0,    225.5,    49.55,    229.5,     -43.5,   0,   0,   0,
  1907 VENUS_N5      345   11885 EVRMNTIE3_5   345  1  , 3949,DB_ID_46383,P1,   1072.0,    472.2,    44.05,    599.8,     -43.4,   0,   0,   0,
  1907 VENUS_N5      345   11885 EVRMNTIE3_5   345  1  ,25078,DB_ID_39675,P5,   1072.0,    472.2,    44.05,    599.8,     -43.4,   0,   0,   0,
 40255 CHAMBR_POI_5  345   40850 JORDAN__B345  345  97 ,27240,DB_ID_22147,P7,   1971.0,    831.7,    42.20,   1139.3,     -43.3,   0,   0,   0,
 44481 MOCITY02T1_8  138   44082 BLURIG02T3_8  138  02 , 2011,DB_ID_17977,P1,    561.0,    267.7,    47.72,    293.3,     -43.3,   0,   0,   0,
 40255 CHAMBR_POI_5  345   40850 JORDAN__B345  345  97 , 9920,DB_ID_18968,P2,   1971.0,    831.7,    42.20,   1139.3,     -43.3,   0,   0,   0,
999876 AUTO2 _14     138    3423 KILL_SS__8    138  1  ,28080,DB_ID_45273,P7,    750.0,    343.2,    45.76,    406.8,     -43.2,   0,   0,   0,
 40255 CHAMBR_POI_5  345   40850 JORDAN__B345  345  97 ,27244,DB_ID_22157,P7,   1971.0,    831.6,    42.19,   1139.4,     -43.2,   0,   0,   0,
 47151 H_O_C_90T1_8  138   47322 KIRBY__T90_8  138  90 , 2169,DB_ID_18152,P1,    893.0,    400.3,    44.83,    492.7,     -43.1,   0,   0,   0,
 11157 GARDNDALE_5   345   23873 TELPHRD_5     345  1  , 4456,DB_ID_30291,P1,   1072.0,    471.9,    44.02,    600.1,     -43.1,   0,   0,   0,
 11157 GARDNDALE_5   345   23873 TELPHRD_5     345  1  , 4599,DB_ID_48368,P1,   1072.0,    471.9,    44.02,    600.1,     -43.1,   0,   0,   0,
 11157 GARDNDALE_5   345   23873 TELPHRD_5     345  1  , 4457,DB_ID_30292,P1,   1072.0,    471.9,    44.02,    600.1,     -43.1,   0,   0,   0,
 59902 SAND_BLUFF    345   59907 BERNOULLI     345  1  ,19250,DB_ID_39285,P5,   1723.0,    732.2,    42.50,    990.8,     -43.0,   0,   0,   0,
 47707 MIDTWN_90B8C  138   47709 MIDTWN90LR8A  138  R1 ,27174,DB_ID_21948,P7,    525.0,    253.0,    48.19,    272.0,     -43.0,   0,   0,   0,
  2387 HACKBRY1_5    345    2361 CRLTN_NW1_5   345  1  ,27848,DB_ID_34319,P7,   1195.0,    520.9,    43.59,    674.1,     -42.9,   0,   0,   0,
  3394 JEWETTA_8     138    3599 AMERIGAST_8   138  1  ,19350,DB_ID_41539,P5,    214.0,    128.5,    60.05,     85.5,     -42.9,   0,   0,   0,
  3394 JEWETTA_8     138    3599 AMERIGAST_8   138  1  ,15000,DB_ID_36221,P4,    214.0,    128.5,    60.03,     85.5,     -42.9,   0,   0,   0,
  3394 JEWETTA_8     138    3599 AMERIGAST_8   138  1  ,15570,DB_ID_36221_Dup1,P4,    214.0,    128.5,    60.03,     85.5,     -42.9,   0,   0,   0,
 44015 W_A_P__POI8B  138   44651 SIENNA02T2_8  138  02 ,    0,Base Case ,Base Case,    838.0,    378.1,    45.11,    459.9,     -42.9,   0,   0,   0,
 45500 T_H_W__POI_5  345  999727 4007037       138  A1 ,10001,DB_ID_20749,P2,    772.0,    351.6,    45.55,    420.4,     -42.8,   0,   0,   0,
 45500 T_H_W__POI_5  345  999727 4007037       138  A1 ,27276,DB_ID_22273,P7,    772.0,    351.6,    45.55,    420.4,     -42.8,   0,   0,   0,
 47707 MIDTWN_90B8C  138   47709 MIDTWN90LR8A  138  R1 ,12613,DB_ID_20917,P2,    525.0,    252.8,    48.15,    272.2,     -42.8,   0,   0,   0,
  1030 MRGNCRK_5     345    1058 LONGSHORE_5   345  1  ,19249,DB_ID_39283,P5,   1072.0,    471.6,    43.99,    600.4,     -42.8,   0,   0,   0,
  1030 MRGNCRK_5     345    1058 LONGSHORE_5   345  1  ,27947,DB_ID_37202,P7,   1072.0,    471.6,    43.99,    600.4,     -42.8,   0,   0,   0,
 11157 GARDNDALE_5   345   23873 TELPHRD_5     345  1  , 4600,DB_ID_48369,P1,   1072.0,    471.5,    43.99,    600.5,     -42.7,   0,   0,   0,
  1880 ROCKYCRK_5    345   11886 TIMBERVW_5    345  1  , 3880,DB_ID_45520,P1,   1072.0,    471.4,    43.97,    600.6,     -42.6,   0,   0,   0,
  1880 ROCKYCRK_5    345   11886 TIMBERVW_5    345  1  ,28095,DB_ID_45518,P7,   1072.0,    471.4,    43.97,    600.6,     -42.6,   0,   0,   0,
  3075 SGVL2_8       138    2779 LAWSON1_8     138  1  ,27851,DB_ID_34381,P7,    495.0,    240.6,    48.61,    254.4,     -42.6,   0,   0,   0,
 44592 ROARK_25T8_8  138   44140 CLODIN__B138  138  25 ,12623,DB_ID_20939,P2,    469.0,    230.1,    49.07,    238.9,     -42.5,   0,   0,   0,
999727 4007037       138   45510 T_H_W___B138  138  A1 ,10001,DB_ID_20749,P2,    772.0,    351.3,    45.50,    420.7,     -42.5,   0,   0,   0,
999727 4007037       138   45510 T_H_W___B138  138  A1 ,27276,DB_ID_22273,P7,    772.0,    351.3,    45.50,    420.7,     -42.5,   0,   0,   0,
 45600 ADICKS__B345  345  999725 1805.502      138  A2 ,12621,DB_ID_20935,P2,    597.0,    281.2,    47.10,    315.8,     -42.4,   0,   0,   0,
  1030 MRGNCRK_5     345    1058 LONGSHORE_5   345  1  ,27946,DB_ID_37197,P7,   1072.0,    471.1,    43.95,    600.9,     -42.3,   0,   0,   0,
 44500 OBRIEN_B345A  345   44900 ZENITH__B345  345  99 , 2011,DB_ID_17977,P1,   1450.0,    622.3,    42.92,    827.7,     -42.3,   0,   0,   0,
 44482 MOCITY05T2_8  138   44081 BLURIG_T05_8  138  05 ,12563,DB_ID_20790,P2,    580.0,    274.2,    47.28,    305.8,     -42.2,   0,   0,   0,
999725 1805.502      138   45610 ADICKS__B138  138  A2 ,12621,DB_ID_20935,P2,    597.0,    281.0,    47.07,    316.0,     -42.2,   0,   0,   0,
 43035 OASIS___B345  345   43030 MEADOW__B345  345  99 , 2029,DB_ID_17997,P1,   2629.0,   1093.7,    41.60,   1535.3,     -42.1,   0,   0,   0,
  2406 NORWD1_5      345    2389 IRV_VR1_5     345  1  ,19278,DB_ID_40054,P5,   1631.0,    694.4,    42.58,    936.6,     -42.0,   0,   0,   0,
 43035 OASIS___B345  345   43030 MEADOW__B345  345  99 ,12601,DB_ID_20888,P2,   2629.0,   1093.6,    41.60,   1535.4,     -42.0,   0,   0,   0,
  2406 NORWD1_5      345    2389 IRV_VR1_5     345  1  , 9545,DB_ID_46184,P2,   1631.0,    694.4,    42.58,    936.6,     -42.0,   0,   0,   0,
  2406 NORWD1_5      345    2389 IRV_VR1_5     345  1  ,26590,DB_ID_46251_Dup1,P5,   1631.0,    694.4,    42.58,    936.6,     -42.0,   0,   0,   0,
  2406 NORWD1_5      345    2389 IRV_VR1_5     345  1  ,15117,DB_ID_46284,P4,   1631.0,    694.4,    42.58,    936.6,     -42.0,   0,   0,   0,
  2406 NORWD1_5      345    2389 IRV_VR1_5     345  1  , 9546,DB_ID_46251,P2,   1631.0,    694.4,    42.58,    936.6,     -42.0,   0,   0,   0,
  2406 NORWD1_5      345    2389 IRV_VR1_5     345  1  ,15118,DB_ID_46295,P4,   1631.0,    694.4,    42.58,    936.6,     -42.0,   0,   0,   0,
  2406 NORWD1_5      345    2389 IRV_VR1_5     345  1  ,15115,DB_ID_46262,P4,   1631.0,    694.4,    42.58,    936.6,     -42.0,   0,   0,   0,
  2406 NORWD1_5      345    2389 IRV_VR1_5     345  1  ,15116,DB_ID_46273,P4,   1631.0,    694.4,    42.58,    936.6,     -42.0,   0,   0,   0,
 44010 W_A_P__POI8A  138   44015 W_A_P__POI8B  138  R2 ,12562,DB_ID_20784,P2,    717.0,    328.7,    45.84,    388.3,     -41.9,   0,   0,   0,
 44010 W_A_P__POI8A  138   44015 W_A_P__POI8B  138  R2 ,12568,DB_ID_20805,P2,    717.0,    328.7,    45.84,    388.3,     -41.9,   0,   0,   0,
 44010 W_A_P__POI8A  138   44015 W_A_P__POI8B  138  R2 ,12570,DB_ID_20809,P2,    717.0,    328.7,    45.84,    388.3,     -41.9,   0,   0,   0,
 44721 THOMSN80T2_8  138   44390 KARSTN__B138  138  80 ,12287,DB_ID_19796,P2,    455.0,    223.8,    49.19,    231.2,     -41.8,   0,   0,   0,
 43035 OASIS___B345  345   43030 MEADOW__B345  345  99 ,12600,DB_ID_20885,P2,   2629.0,   1093.4,    41.59,   1535.6,     -41.8,   0,   0,   0,
 44592 ROARK_25T8_8  138   44140 CLODIN__B138  138  25 ,12624,DB_ID_20941,P2,    469.0,    229.1,    48.85,    239.9,     -41.5,   0,   0,   0,
 46511 TOMBAL_T66_8  138   44840 STONEL_B138   138  66 ,12102,DB_ID_19116,P2,    220.0,    129.5,    58.85,     90.5,     -41.5,   0,   0,   0,
 44900 ZENITH__B345  345  999731 10PV880101    138  A1 ,12632,DB_ID_20966,P2,   1000.0,    441.3,    44.13,    558.7,     -41.3,   0,   0,   0,
  3402 LAKE_CRK2_5   345    3403 LAKE_HALL_5   345  1  ,27966,DB_ID_38117,P7,   1072.0,    470.1,    43.85,    601.9,     -41.3,   0,   0,   0,
  1907 VENUS_N5      345   11885 EVRMNTIE3_5   345  1  ,28144,DB_ID_47394,P7,   1072.0,    470.1,    43.85,    601.9,     -41.3,   0,   0,   0,
 44570 READNG_S09_8  138   44280 FTBEND__B138  138  09 ,27282,DB_ID_22293,P7,    561.0,    265.6,    47.34,    295.4,     -41.2,   0,   0,   0,
999731 10PV880101    138   44910 ZENITH__B138  138  A1 ,12632,DB_ID_20966,P2,   1000.0,    441.1,    44.11,    558.9,     -41.1,   0,   0,   0,
  1907 VENUS_N5      345   11885 EVRMNTIE3_5   345  1  ,28120,DB_ID_46336,P7,   1072.0,    469.8,    43.82,    602.2,     -41.0,   0,   0,   0,
 11387 CONSAVVY_5    345    1125 MIDESSAS_5    345  1  ,24996,DB_ID_39569,P5,   1072.0,    469.6,    43.81,    602.4,     -40.8,   0,   0,   0,
  3409 LAKE_CRK1_5   345   13405 THOUSE_A_5    345  1  ,28123,DB_ID_46398,P7,   1072.0,    469.6,    43.81,    602.4,     -40.8,   0,   0,   0,
 44900 ZENITH__B345  345  999730 12R4440102    138  A3 ,12632,DB_ID_20966,P2,   1000.0,    440.7,    44.07,    559.3,     -40.7,   0,   0,   0,
    64 MILANO        138    3683 MINERVA1_8    138  1  ,19357,DB_ID_41742,P5,    214.0,    126.2,    58.98,     87.8,     -40.6,   0,   0,   0,
 43172 RETREV_T02B8  138   42880 LKJACK_S02_8  138  02 , 2011,DB_ID_17977,P1,    525.0,    250.6,    47.73,    274.4,     -40.6,   0,   0,   0,
 44482 MOCITY05T2_8  138   44081 BLURIG_T05_8  138  05 , 2166,DB_ID_18149,P1,    580.0,    272.6,    46.99,    307.4,     -40.6,   0,   0,   0,
 47151 H_O_C_90T1_8  138   47322 KIRBY__T90_8  138  90 , 2155,DB_ID_18138,P1,    893.0,    397.8,    44.54,    495.2,     -40.6,   0,   0,   0,
999730 12R4440102    138   44910 ZENITH__B138  138  A3 ,12632,DB_ID_20966,P2,   1000.0,    440.5,    44.05,    559.5,     -40.5,   0,   0,   0,
 11157 GARDNDALE_5   345   23873 TELPHRD_5     345  1  ,15866,DB_ID_50779_Dup2,P4,   1072.0,    469.3,    43.78,    602.7,     -40.5,   0,   0,   0,
 11157 GARDNDALE_5   345   23873 TELPHRD_5     345  1  ,13611,DB_ID_50779,P2,   1072.0,    469.3,    43.78,    602.7,     -40.5,   0,   0,   0,
 11157 GARDNDALE_5   345   23873 TELPHRD_5     345  1  ,18169,DB_ID_50779_Dup3,P4,   1072.0,    469.3,    43.78,    602.7,     -40.5,   0,   0,   0,
 11157 GARDNDALE_5   345   23873 TELPHRD_5     345  1  ,15218,DB_ID_50779_Dup1,P4,   1072.0,    469.3,    43.78,    602.7,     -40.5,   0,   0,   0,
 44180 DEWALT_S02_8  138   44481 MOCITY02T1_8  138  02 , 1636,DB_ID_17550,P1,    478.0,    231.6,    48.46,    246.4,     -40.4,   0,   0,   0,
 47500 DWNTWN__B138  138   47572 CRCKET_T91_8  138  91 ,27124,DB_ID_21753,P7,    382.0,    193.1,    50.55,    188.9,     -40.3,   0,   0,   0,
